609,4,time,val
0,0,0.000,1.000000000000
0,1,0.000,-0.325555440697
0,2,0.000,-0.788027310065
0,3,0.000,0.838648597117
1,0,0.000,1.000265087794
1,1,0.000,-0.325728035108
1,2,0.000,-0.788445095580
1,3,0.000,0.838973889248
2,0,0.000,1.000662693494
2,1,0.000,-0.325986833896
2,2,0.000,-0.789071772861
2,3,0.000,0.839461759617
3,0,0.000,1.001259043147
3,1,0.000,-0.326374822956
3,2,0.000,-0.790011785427
3,3,0.000,0.840193411591
4,0,0.001,1.002153433709
4,1,0.001,-0.326956335154
4,2,0.001,-0.791421792926
4,3,0.001,0.841290540724
5,0,0.001,1.003494713526
5,1,0.001,-0.327827539903
5,2,0.001,-0.793536765807
5,3,0.001,0.842935438539
6,0,0.002,1.005505928781
6,1,0.002,-0.329131944271
6,2,0.002,-0.796709095480
6,3,0.002,0.845400957325
7,0,0.003,1.008521112994
7,1,0.003,-0.331083112016
7,2,0.003,-0.801467151904
7,3,0.003,0.849094997281
8,0,0.005,1.013040021705
8,1,0.005,-0.333997518119
8,2,0.005,-0.808602756158
8,3,0.005,0.854626098927
9,0,0.007,1.019809075001
9,1,0.007,-0.338340994150
9,2,0.007,-0.819301159177
9,3,0.007,0.862898924681
10,0,0.011,1.029939667225
10,1,0.011,-0.344791756090
10,2,0.011,-0.835331850668
10,3,0.011,0.875249785888
11,0,0.017,1.045077001252
11,1,0.017,-0.354319234849
11,2,0.017,-0.859320722837
11,3,0.017,0.893628802788
12,0,0.026,1.067628511319
12,1,0.026,-0.368264876357
12,2,0.026,-0.895111031739
12,3,0.026,0.920813243132
13,0,0.034,1.090218430623
13,1,0.034,-0.381888389329
13,2,0.034,-0.931025145785
13,3,0.034,0.947760950845
14,0,0.043,1.112613424779
14,1,0.043,-0.395051941204
14,2,0.043,-0.966632141043
14,3,0.043,0.974136503822
15,0,0.052,1.134842601840
15,1,0.052,-0.407783302435
15,2,0.052,-1.001916610484
15,3,0.052,0.999923157433
16,0,0.061,1.156934348793
16,1,0.061,-0.420109352963
16,2,0.061,-1.036863283652
16,3,0.061,1.025104134177
17,0,0.070,1.178917312089
17,1,0.070,-0.432056239515
17,2,0.070,-1.071458947861
17,3,0.070,1.049663721642
18,0,0.079,1.200820558145
18,1,0.079,-0.443648909174
18,2,0.079,-1.105693181723
18,3,0.079,1.073587379107
19,0,0.088,1.222673801134
19,1,0.088,-0.454910516179
19,2,0.088,-1.139559340409
19,3,0.088,1.096861901809
20,0,0.098,1.244507763128
20,1,0.098,-0.465861665945
20,2,0.098,-1.173055941388
20,3,0.098,1.119475690559
21,0,0.108,1.266354721094
21,1,0.108,-0.476519417916
21,2,0.108,-1.206188601971
21,3,0.108,1.141419145147
22,0,0.118,1.287843110045
22,1,0.118,-0.486704187656
22,2,0.118,-1.238367767607
22,3,0.118,1.162294691573
23,0,0.127,1.306251458982
23,1,0.127,-0.495174735885
23,2,0.127,-1.265588487642
23,3,0.127,1.179577610900
24,0,0.136,1.323798421543
24,1,0.136,-0.503027413284
24,2,0.136,-1.291237296280
24,3,0.136,1.195532134375
25,0,0.145,1.341102459002
25,1,0.145,-0.510546948443
25,2,0.145,-1.316250663338
25,3,0.145,1.210760999133
26,0,0.155,1.357861871418
26,1,0.155,-0.517595557328
26,2,0.155,-1.340222415645
26,3,0.155,1.225021947909
27,0,0.164,1.374084346259
27,1,0.164,-0.524172430872
27,2,0.164,-1.363208344428
27,3,0.164,1.238362275395
28,0,0.174,1.389771872013
28,1,0.174,-0.530269643631
28,2,0.174,-1.385261812825
28,3,0.174,1.250825430798
29,0,0.183,1.404923551947
29,1,0.183,-0.535873589026
29,2,0.183,-1.406437368273
29,3,0.183,1.262453251706
30,0,0.193,1.419536172355
30,1,0.193,-0.540965423320
30,2,0.193,-1.426791030564
30,3,0.193,1.273286127884
