135,4,time,val
51,0,1,0.592,-0.017
51,0,2,0.592,0.135
51,0,3,0.592,-0.080
51,1,0,0.592,-0.017
51,1,1,0.592,0.000
51,1,2,0.592,-0.177
51,1,3,0.592,0.092
51,2,0,0.592,0.135
51,2,1,0.592,-0.177
51,2,2,0.592,0.000
51,2,3,0.592,-0.025
51,3,0,0.592,-0.080
51,3,1,0.592,0.092
51,3,2,0.592,-0.025
51,3,3,0.592,0.000
52,0,0,0.604,0.000
52,0,1,0.604,-0.016
52,0,2,0.604,0.139
52,0,3,0.604,-0.082
52,1,0,0.604,-0.016
52,1,1,0.604,0.000
52,1,2,0.604,-0.180
52,1,3,0.604,0.092
52,2,0,0.604,0.139
52,2,1,0.604,-0.180
52,2,2,0.604,0.000
52,2,3,0.604,-0.025
52,3,0,0.604,-0.082
52,3,1,0.604,0.092
52,3,2,0.604,-0.025
52,3,3,0.604,0.000
53,0,0,0.615,0.000
53,0,1,0.615,-0.016
53,0,2,0.615,0.143
53,0,3,0.615,-0.083
53,1,0,0.615,-0.016
53,1,1,0.615,0.000
53,1,2,0.615,-0.184
53,1,3,0.615,0.093
53,2,0,0.615,0.143
53,2,1,0.615,-0.184
53,2,2,0.615,0.000
53,2,3,0.615,-0.024
53,3,0,0.615,-0.083
53,3,1,0.615,0.093
53,3,2,0.615,-0.024
53,3,3,0.615,0.000
54,0,0,0.627,0.000
54,0,1,0.627,-0.015
54,0,2,0.627,0.147
54,0,3,0.627,-0.084
54,1,0,0.627,-0.015
54,1,1,0.627,0.000
54,1,2,0.627,-0.188
54,1,3,0.627,0.093
54,2,0,0.627,0.147
54,2,1,0.627,-0.188
54,2,2,0.627,0.000
54,2,3,0.627,-0.024
54,3,0,0.627,-0.084
54,3,1,0.627,0.093
54,3,2,0.627,-0.024
54,3,3,0.627,0.000
55,0,0,0.639,0.000
55,0,1,0.639,-0.015
55,0,2,0.639,0.152
55,0,3,0.639,-0.086
55,1,0,0.639,-0.015
