121,4,time,val
94,1,1.310,1.81527246
94,2,1.310,0.55060359
94,3,1.310,-0.90583230
95,0,1.341,3.06742822
95,1,1.341,1.80321534
95,2,1.341,0.55163957
95,3,1.341,-0.90776313
96,0,1.373,3.07954895
96,1,1.373,1.79190989
96,2,1.373,0.55253511
96,3,1.373,-0.90947395
97,0,1.405,3.09086579
97,1,1.405,1.78133984
97,2,1.405,0.55330706
97,3,1.405,-0.91099269
98,0,1.438,3.10140357
98,1,1.438,1.77148945
98,2,1.438,0.55396955
98,3,1.438,-0.91234256
99,0,1.473,3.11118494
99,1,1.473,1.76234356
99,2,1.473,0.55453452
99,3,1.473,-0.91354302
100,0,1.508,3.12023073
100,1,1.508,1.75388760
100,2,1.508,0.55501207
100,3,1.508,-0.91461041
101,0,1.545,3.12856021
101,1,1.545,1.74610748
101,2,1.545,0.55541086
101,3,1.545,-0.91555855
102,0,1.584,3.13619138
102,1,1.584,1.73898951
102,2,1.584,0.55573830
102,3,1.584,-0.91639919
103,0,1.626,3.14314124
103,1,1.626,1.73252030
103,2,1.626,0.55600082
103,3,1.626,-0.91714236
104,0,1.669,3.14942608
104,1,1.669,1.72668654
104,2,1.669,0.55620401
104,3,1.669,-0.91779663
105,0,1.716,3.15506172
105,1,1.716,1.72147483
105,2,1.716,0.55635286
105,3,1.716,-0.91836942
106,0,1.767,3.16006386
106,1,1.767,1.71687143
106,2,1.767,0.55645183
106,3,1.767,-0.91886713
107,0,1.822,3.16444841
107,1,1.822,1.71286189
107,2,1.822,0.55650504
107,3,1.822,-0.91929534
108,0,1.884,3.16823196
108,1,1.884,1.70943060
108,2,1.884,0.55651642
108,3,1.884,-0.91965897
109,0,1.952,3.17143237
109,1,1.952,1.70656019
109,2,1.952,0.55648987
109,3,1.952,-0.91996243
110,0,2.030,3.17406960
110,1,2.030,1.70423063
110,2,2.030,0.55642952
110,3,2.030,-0.92020975
111,0,2.121,3.17616690
111,1,2.121,1.70241787
111,2,2.121,0.55633999
111,3,2.121,-0.92040476
112,0,2.230,3.17775266
112,1,2.230,1.70109179
112,2,2.230,0.55622688
112,3,2.230,-0.92055133
113,0,2.364,3.17886340
113,1,2.364,1.70021282
113,2,2.364,0.55609744
113,3,2.364,-0.92065365
114,0,2.540,3.17954878
114,1,2.540,1.69972620
114,2,2.540,0.55596179
114,3,2.540,-0.92071677
115,0,2.787,3.17988054
115,1,2.787,1.69955192
115,2,2.787,0.55583498
115,3,2.787,-0.92074744
116,0,3.187,3.17996761
116,1,3.187,1.69956764
116,2,3.187,0.55574035
116,3,3.187,-0.92075559
117,0,3.673,3.17996896
117,1,3.673,1.69959255
117,2,3.673,0.55571422
117,3,3.673,-0.92075573
118,0,4.729,3.17996895
118,1,4.729,1.69959597
118,2,4.729,0.55571080
118,3,4.729,-0.92075573
119,0,7.728,3.17996864
119,1,7.728,1.69959191
119,2,7.728,0.55571515
119,3,7.728,-0.92075570
120,0,10.193,3.17996251
120,1,10.193,1.69957825
120,2,10.193,0.55573446
120,3,10.193,-0.92075522
